benchmark_id,repo_id,env_id,trained_env_id,method_id,perturbation_id,bucket,seed,return,action_gain,action_scale,obs_noise,action_delay,horizon
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.65,seen,22,1752.6144906580448,1.0,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.65,seen,23,1747.1089941114187,1.0,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.65,seen,24,1760.1432316675782,1.0,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.65,seen,20,3135.2223494388163,1.8,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.65,seen,21,3149.2604734897614,1.8,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.65,seen,22,3094.9566860869527,1.8,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.65,seen,23,3141.879376223311,1.8,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.65,seen,24,3098.653924562037,1.8,0.65,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.50,heldout,20,-8.814845139509998,1.0,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.50,heldout,21,-6.380657948786393,1.0,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.50,heldout,22,708.0211468450725,1.0,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.50,heldout,23,1.529684791516047,1.0,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,actuator_0.50,heldout,24,-7.781523750221822,1.0,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.50,heldout,20,1897.8939376100898,1.8,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.50,heldout,21,1893.0331551469862,1.8,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.50,heldout,22,1871.460924172774,1.8,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.50,heldout,23,1911.112491140142,1.8,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,actuator_0.50,heldout,24,1879.7491103932261,1.8,0.5,0.0,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,obs_noise_0.03,heldout,20,311.38990207971074,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,obs_noise_0.03,heldout,21,514.9380667963997,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,obs_noise_0.03,heldout,22,5136.406065151095,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,obs_noise_0.03,heldout,23,1430.8347576800734,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,obs_noise_0.03,heldout,24,1660.638170639053,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,obs_noise_0.03,heldout,20,311.38990207971074,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,obs_noise_0.03,heldout,21,514.9380667963997,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,obs_noise_0.03,heldout,22,5136.406065151095,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,obs_noise_0.03,heldout,23,1430.8347576800734,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,obs_noise_0.03,heldout,24,1660.638170639053,1.0,1.0,0.03,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,action_delay_1,heldout,20,663.107466662128,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,action_delay_1,heldout,21,726.5040139105113,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,action_delay_1,heldout,22,785.3127451633409,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,action_delay_1,heldout,23,778.5201899561798,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,action_delay_1,heldout,24,786.4937094071647,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,action_delay_1,heldout,20,663.107466662128,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,action_delay_1,heldout,21,726.5040139105113,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,action_delay_1,heldout,22,785.3127451633409,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,action_delay_1,heldout,23,778.5201899561798,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,action_delay_1,heldout,24,786.4937094071647,1.0,1.0,0.0,1,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,compound_actuator_noise,heldout,20,1733.5551830673357,1.0,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,compound_actuator_noise,heldout,21,1719.9101235195994,1.0,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,compound_actuator_noise,heldout,22,1714.3975263535976,1.0,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,compound_actuator_noise,heldout,23,1716.72071056813,1.0,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,external_checkpoint,compound_actuator_noise,heldout,24,1693.7426038309932,1.0,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,compound_actuator_noise,heldout,20,3098.512625426054,1.8,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,compound_actuator_noise,heldout,21,3059.141399083659,1.8,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,compound_actuator_noise,heldout,22,1585.7738376110792,1.8,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,compound_actuator_noise,heldout,23,3047.0055458545685,1.8,0.65,0.02,0,1000
public_sb3_ppo_halfcheetah_v3,sb3/ppo-HalfCheetah-v3,HalfCheetah-v5,HalfCheetah-v3,bodyshield_gated_action_gain,compound_actuator_noise,heldout,24,2569.36963615306,1.8,0.65,0.02,0,1000
